Domain,Base Domain,domain,status_code,usa_classes_detected,uswds_detected,usa_detected,flag_detected,flagincss_detected,sourcesansfont_detected,uswdsincss_detected,merriweatherfont_detected,publicsansfont_detected,uswdsversion,tables,total_score
helpwithmycheckingaccount.gov,helpwithmycheckingaccount.gov,helpwithmycheckingaccount.gov,200,0,0,0,0,0,0,0,0,0,,-10,0
helpwithmybank.gov,helpwithmybank.gov,helpwithmybank.gov,200,0,0,0,0,0,0,0,0,0,,-10,0
helpwithmycreditcard.gov,helpwithmycreditcard.gov,helpwithmycreditcard.gov,200,0,0,0,0,0,0,0,0,0,,-10,0
irsnet.gov,irsnet.gov,irsnet.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
helpwithmymortgagebank.gov,helpwithmymortgagebank.gov,helpwithmymortgagebank.gov,200,0,0,0,0,0,0,0,0,0,,-10,0
fedinvest.gov,fedinvest.gov,fedinvest.gov,200,0,0,0,0,0,0,0,0,0,,0,0
pnl.gov,pnl.gov,pnl.gov,200,0,0,0,0,0,0,0,5,0,,0,5
helpwithmycreditcardbank.gov,helpwithmycreditcardbank.gov,helpwithmycreditcardbank.gov,200,0,0,0,0,0,0,0,0,0,,-10,0
federalinvestments.gov,federalinvestments.gov,federalinvestments.gov,200,0,0,0,0,0,0,0,0,0,,0,0
helpwithmymortgage.gov,helpwithmymortgage.gov,helpwithmymortgage.gov,200,0,0,0,0,0,0,0,0,0,,-10,0
ethicsburg.gov,ethicsburg.gov,ethicsburg.gov,200,0,0,0,0,0,0,0,0,0,,0,0
volunteer.gov,volunteer.gov,volunteer.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
directoasucuenta.gov,directoasucuenta.gov,directoasucuenta.gov,200,0,0,0,0,0,0,0,0,0,,0,0
usaseanconnect.gov,usaseanconnect.gov,usaseanconnect.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
osmre.gov,osmre.gov,osmre.gov,200,0,0,0,0,0,0,0,0,0,,-10,0
bep.gov,bep.gov,bep.gov,200,0,0,0,0,0,0,0,0,0,,-320,0
irsauctions.gov,irsauctions.gov,irsauctions.gov,200,0,0,0,0,0,0,0,0,0,,-30,0
financialresearch.gov,financialresearch.gov,financialresearch.gov,200,0,0,0,0,0,0,0,0,0,,0,0
godirect.gov,godirect.gov,godirect.gov,200,0,0,0,0,0,0,0,0,0,,0,0
utahfireinfo.gov,utahfireinfo.gov,utahfireinfo.gov,200,0,0,0,0,0,0,0,0,0,,0,0
its.gov,its.gov,its.gov,200,0,0,0,0,0,0,0,0,0,,-90,0
occnet.gov,occnet.gov,occnet.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
irssales.gov,irssales.gov,irssales.gov,200,0,0,0,0,0,0,0,0,0,,-30,0
nemi.gov,nemi.gov,nemi.gov,200,0,0,0,0,0,0,0,0,0,,0,0
pracomment.gov,pracomment.gov,pracomment.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
nationalbank.gov,nationalbank.gov,nationalbank.gov,200,0,0,0,0,0,0,0,0,0,,0,0
piedrasblancas.gov,piedrasblancas.gov,piedrasblancas.gov,200,0,0,0,0,0,0,0,0,0,,0,0
nationalbanknet.gov,nationalbanknet.gov,nationalbanknet.gov,200,0,0,0,0,0,0,0,0,0,,0,0
qatesttwai.gov,qatesttwai.gov,qatesttwai.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
eta-find.gov,eta-find.gov,eta-find.gov,200,0,0,0,0,0,0,0,0,0,,0,0
nationalbankhelp.gov,nationalbankhelp.gov,nationalbankhelp.gov,200,0,0,0,0,0,0,0,0,0,,-10,0
myra.gov,myra.gov,myra.gov,200,0,0,0,0,0,5,0,0,0,,0,5
pay.gov,pay.gov,pay.gov,200,0,0,0,0,0,0,0,0,0,,0,0
tigtanet.gov,tigtanet.gov,tigtanet.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
irsvideos.gov,irsvideos.gov,irsvideos.gov,200,0,0,0,0,0,0,0,0,0,,-30,0
transparency.gov,transparency.gov,transparency.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
occhelps.gov,occhelps.gov,occhelps.gov,200,0,0,0,0,0,0,0,0,0,,-10,0
occ.gov,occ.gov,occ.gov,200,5,0,0,0,0,5,0,0,0,,0,10
ffb.gov,ffb.gov,ffb.gov,200,25,0,0,0,0,5,0,5,0,,0,35
ots.gov,ots.gov,ots.gov,200,5,0,0,0,0,5,0,0,0,,0,10
fgdc.gov,fgdc.gov,fgdc.gov,200,0,0,0,0,0,0,0,0,0,,0,0
treasuryauction.gov,treasuryauction.gov,treasuryauction.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
osac.gov,osac.gov,osac.gov,200,0,0,0,0,0,0,0,5,0,,0,5
navycash.gov,navycash.gov,navycash.gov,200,0,0,0,0,0,0,0,0,0,,0,0
geoplatform.gov,geoplatform.gov,geoplatform.gov,200,0,0,0,0,0,0,0,0,0,,0,0
myira.gov,myira.gov,myira.gov,200,0,0,0,0,0,5,0,0,0,,0,5
treaslockbox.gov,treaslockbox.gov,treaslockbox.gov,200,0,0,0,0,0,0,0,0,0,,0,0
ttb.gov,ttb.gov,ttb.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
ttlplus.gov,ttlplus.gov,ttlplus.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
mrlc.gov,mrlc.gov,mrlc.gov,200,0,0,0,0,0,0,0,0,0,,0,0
tax.gov,tax.gov,tax.gov,200,0,0,0,0,0,0,0,0,0,,-30,0
savingsbond.gov,savingsbond.gov,savingsbond.gov,200,0,0,0,0,0,0,0,0,0,,0,0
patriotbonds.gov,patriotbonds.gov,patriotbonds.gov,200,0,0,0,0,0,0,0,0,0,,0,0
moneyfactory.gov,moneyfactory.gov,moneyfactory.gov,200,0,0,0,0,0,0,0,0,0,,-320,0
workplace.gov,workplace.gov,workplace.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
savingsbonds.gov,savingsbonds.gov,savingsbonds.gov,200,0,0,0,0,0,0,0,0,0,,0,0
savingsbondwizard.gov,savingsbondwizard.gov,savingsbondwizard.gov,200,0,0,0,0,0,0,0,0,0,,0,0
labor.gov,labor.gov,labor.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
bts.gov,bts.gov,bts.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
irs.gov,irs.gov,irs.gov,200,0,0,0,0,0,5,0,0,0,,0,5
distraction.gov,distraction.gov,distraction.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
slgs.gov,slgs.gov,slgs.gov,200,0,0,0,0,0,0,0,0,0,,0,0
dottrafficrecords.gov,dottrafficrecords.gov,dottrafficrecords.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
taaps.gov,taaps.gov,taaps.gov,200,0,0,0,0,0,0,0,0,0,,0,0
tigta.gov,tigta.gov,tigta.gov,200,0,0,0,0,0,0,0,0,0,,-220,0
faa.gov,faa.gov,faa.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
treasuryscams.gov,treasuryscams.gov,treasuryscams.gov,200,0,0,0,0,0,0,0,0,0,,0,0
usdebitcard.gov,usdebitcard.gov,usdebitcard.gov,200,0,0,0,0,0,0,0,0,0,,0,0
dot.gov,dot.gov,dot.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
jccbi.gov,jccbi.gov,jccbi.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
protectyourmove.gov,protectyourmove.gov,protectyourmove.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
mymoney.gov,mymoney.gov,mymoney.gov,200,0,0,0,0,0,0,0,0,0,,-180,0
treasuryauctions.gov,treasuryauctions.gov,treasuryauctions.gov,200,0,0,0,0,0,0,0,0,0,,0,0
treasurydirect.gov,treasurydirect.gov,treasurydirect.gov,200,0,0,0,0,0,0,0,0,0,,0,0
cdfifund.gov,cdfifund.gov,cdfifund.gov,200,0,0,0,0,0,0,0,0,0,,0,0
jobcorps.gov,jobcorps.gov,jobcorps.gov,200,0,0,0,0,0,5,0,0,0,,0,5
treasuryhunt.gov,treasuryhunt.gov,treasuryhunt.gov,200,0,0,0,0,0,0,0,0,0,,0,0
fsoc.gov,fsoc.gov,fsoc.gov,200,0,0,0,0,0,0,0,5,0,,0,5
ehr.gov,ehr.gov,ehr.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
reportband.gov,reportband.gov,reportband.gov,200,0,0,0,0,0,0,0,0,0,,-270,0
ce-ncsc.gov,ce-ncsc.gov,ce-ncsc.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
transportation.gov,transportation.gov,transportation.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
wizard.gov,wizard.gov,wizard.gov,200,0,0,0,0,0,0,0,0,0,,0,0
911.gov,911.gov,911.gov,200,0,0,0,0,0,0,0,0,0,,0,0
dni.gov,dni.gov,dni.gov,200,0,0,0,0,0,0,0,0,0,,0,0
esc.gov,esc.gov,esc.gov,200,0,0,0,0,0,0,0,0,0,,0,0
iarpa-ideas.gov,iarpa-ideas.gov,iarpa-ideas.gov,200,0,0,0,0,0,0,0,0,0,,0,0
distracteddriving.gov,distracteddriving.gov,distracteddriving.gov,200,0,0,0,0,0,0,0,0,0,,-10,0
nhtsa.gov,nhtsa.gov,nhtsa.gov,200,0,0,0,0,0,0,0,0,0,,0,0
famep.gov,famep.gov,famep.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
treas.gov,treas.gov,treas.gov,200,0,0,0,0,0,0,0,0,0,,0,0
intelink.gov,intelink.gov,intelink.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
osis.gov,osis.gov,osis.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
icjointduty.gov,icjointduty.gov,icjointduty.gov,200,0,0,0,0,0,0,0,0,0,,0,0
dotideahub.gov,dotideahub.gov,dotideahub.gov,200,0,0,0,0,0,0,0,0,0,,-10,0
treasury.gov,treasury.gov,treasury.gov,200,0,0,0,0,0,0,0,0,0,,0,0
ugov.gov,ugov.gov,ugov.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
ncsc.gov,ncsc.gov,ncsc.gov,200,0,0,0,0,0,0,0,0,0,,-10,0
ise.gov,ise.gov,ise.gov,200,0,0,0,0,0,0,0,0,0,,-10,0
odni.gov,odni.gov,odni.gov,200,0,0,0,0,0,0,0,0,0,,0,0
usaspending.gov,usaspending.gov,usaspending.gov,200,0,0,0,0,0,5,0,5,0,,0,10
tcis.gov,tcis.gov,tcis.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
cbi-epa.gov,cbi-epa.gov,cbi-epa.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
safertruck.gov,safertruck.gov,safertruck.gov,200,0,0,0,0,0,0,0,0,0,,0,0
sigtarp.gov,sigtarp.gov,sigtarp.gov,200,40,3,4,20,0,5,20,5,0,,-140,0
gcdamp.gov,gcdamp.gov,gcdamp.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
eisenhowermemorial.gov,eisenhowermemorial.gov,eisenhowermemorial.gov,200,0,0,0,0,0,0,0,0,0,,0,0
va.gov,va.gov,va.gov,200,35,0,0,0,0,0,0,0,0,,0,35
safercar.gov,safercar.gov,safercar.gov,200,0,0,0,0,0,0,0,0,0,,-10,0
treasury.fed.us,treasury.fed.us,treasury.fed.us,-1,0,0,0,0,0,0,0,0,0,,0,0
ustreas.gov,ustreas.gov,ustreas.gov,200,0,0,0,0,0,0,0,0,0,,0,0
vets.gov,vets.gov,vets.gov,200,35,0,0,0,0,0,0,0,0,,0,35
greengov.gov,greengov.gov,greengov.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
trafficsafetymarketing.gov,trafficsafetymarketing.gov,trafficsafetymarketing.gov,200,0,0,0,0,0,0,0,0,0,,0,0
treasuryecm.gov,treasuryecm.gov,treasuryecm.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
ttbonline.gov,ttbonline.gov,ttbonline.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
eac.gov,eac.gov,eac.gov,200,0,0,0,0,0,0,0,0,0,,0,0
twai.gov,twai.gov,twai.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
qart.gov,qart.gov,qart.gov,200,0,0,0,0,0,0,0,0,0,,0,0
frtr.gov,frtr.gov,frtr.gov,200,0,0,0,0,0,0,0,0,0,,-10,0
epa.gov,epa.gov,epa.gov,200,0,0,0,0,0,0,0,0,0,,0,0
e-enterprise.gov,e-enterprise.gov,e-enterprise.gov,200,0,0,0,0,0,0,0,0,0,,0,0
iarpa.gov,iarpa.gov,iarpa.gov,200,0,0,0,0,0,0,0,0,0,,0,0
g72020.gov,g72020.gov,g72020.gov,400,0,0,0,0,0,0,0,0,0,,0,0
coronavirustesting.gov,coronavirustesting.gov,coronavirustesting.gov,200,0,0,0,0,0,0,0,0,0,,0,0
g7campdavid.gov,g7campdavid.gov,g7campdavid.gov,400,0,0,0,0,0,0,0,0,0,,0,0
relocatefeds.gov,relocatefeds.gov,relocatefeds.gov,200,0,0,0,0,0,0,0,0,0,,0,0
g7usa.gov,g7usa.gov,g7usa.gov,400,0,0,0,0,0,0,0,0,0,,0,0
urbanwaters.gov,urbanwaters.gov,urbanwaters.gov,200,0,0,0,0,0,0,0,0,0,,0,0
coronavirus.gov,coronavirus.gov,coronavirus.gov,200,0,0,0,0,0,0,0,0,0,,0,0
budget.gov,budget.gov,budget.gov,200,0,0,0,0,0,5,0,5,0,,-10,0
earmarks.gov,earmarks.gov,earmarks.gov,404,0,0,0,0,0,0,0,0,0,,0,0
votebymail.gov,votebymail.gov,votebymail.gov,200,0,0,0,0,0,0,0,0,0,,0,0
pci.gov,pci.gov,pci.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
pitc.gov,pitc.gov,pitc.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
eeoc.gov,eeoc.gov,eeoc.gov,200,80,21,0,0,0,5,20,5,0,,0,131
bebest.gov,bebest.gov,bebest.gov,200,0,0,0,0,0,5,0,5,0,,0,10
msb.gov,msb.gov,msb.gov,200,0,0,0,0,0,0,0,0,0,,-30,0
faasafety.gov,faasafety.gov,faasafety.gov,200,0,0,0,0,0,0,0,0,0,,0,0
intel.gov,intel.gov,intel.gov,200,0,0,0,0,0,0,0,0,0,,0,0
eop.gov,eop.gov,eop.gov,200,0,0,0,0,0,5,0,5,0,,0,10
sharetheroadsafely.gov,sharetheroadsafely.gov,sharetheroadsafely.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
fedcenter.gov,fedcenter.gov,fedcenter.gov,200,0,0,0,0,0,0,0,0,0,,-370,0
ai.gov,ai.gov,ai.gov,200,0,0,0,0,0,5,0,5,0,,0,10
greatagain.gov,greatagain.gov,greatagain.gov,200,0,0,0,0,0,5,0,5,0,,0,10
ems.gov,ems.gov,ems.gov,200,0,0,0,0,0,0,0,0,0,,0,0
omb.gov,omb.gov,omb.gov,200,0,0,0,0,0,5,0,5,0,,-10,0
intelligence.gov,intelligence.gov,intelligence.gov,200,0,0,0,0,0,0,0,0,0,,0,0
lifeline.gov,lifeline.gov,lifeline.gov,200,0,0,0,0,0,0,0,0,0,,0,0
ondcp.gov,ondcp.gov,ondcp.gov,200,0,0,0,0,0,5,0,5,0,,0,10
ustr.gov,ustr.gov,ustr.gov,200,0,0,0,0,0,5,0,5,0,,0,10
usdigitalservice.gov,usdigitalservice.gov,usdigitalservice.gov,200,35,0,0,0,0,5,20,5,0,,0,65
fdicconnect.gov,fdicconnect.gov,fdicconnect.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
llnl.gov,llnl.gov,llnl.gov,200,0,0,0,0,0,0,0,0,0,,0,0
ostp.gov,ostp.gov,ostp.gov,200,0,0,0,0,0,5,0,5,0,,0,10
fincen.gov,fincen.gov,fincen.gov,200,0,0,0,0,0,5,0,0,0,,-30,0
myfdic.gov,myfdic.gov,myfdic.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
usds.gov,usds.gov,usds.gov,200,35,0,0,0,0,5,20,5,0,,0,65
ofia.gov,ofia.gov,ofia.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
makinghomeaffordable.gov,makinghomeaffordable.gov,makinghomeaffordable.gov,200,0,0,0,0,0,0,0,0,0,,0,0
wh.gov,wh.gov,wh.gov,200,0,0,0,0,0,5,0,5,0,,0,10
safeocs.gov,safeocs.gov,safeocs.gov,200,0,0,0,0,0,0,0,0,0,,-20,0
harp.gov,harp.gov,harp.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
mortgagetranslations.gov,mortgagetranslations.gov,mortgagetranslations.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
crisisnextdoor.gov,crisisnextdoor.gov,crisisnextdoor.gov,200,0,0,0,0,0,5,0,0,0,,0,5
whitehouse.gov,whitehouse.gov,whitehouse.gov,200,0,0,0,0,0,5,0,5,0,,0,10
mha.gov,mha.gov,mha.gov,200,0,0,0,0,0,0,0,0,0,,0,0
ama.gov,ama.gov,ama.gov,200,0,0,0,0,0,0,0,0,0,,0,0
fmc.gov,fmc.gov,fmc.gov,404,0,0,0,0,0,0,0,0,0,,0,0
whitehousedrugpolicy.gov,whitehousedrugpolicy.gov,whitehousedrugpolicy.gov,200,0,0,0,0,0,5,0,5,0,,0,10
economicinclusion.gov,economicinclusion.gov,economicinclusion.gov,200,0,0,0,0,0,0,0,0,0,,0,0
ncix.gov,ncix.gov,ncix.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
airnow.gov,airnow.gov,airnow.gov,200,0,0,0,0,0,0,0,0,0,,0,0
frb.fed.us,frb.fed.us,frb.fed.us,-1,0,0,0,0,0,0,0,0,0,,0,0
ferc.gov,ferc.gov,ferc.gov,200,0,0,0,0,0,0,0,0,0,,-50,0
wgdp.gov,wgdp.gov,wgdp.gov,200,0,0,0,0,0,5,0,5,0,,0,10
frs.gov,frs.gov,frs.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
newmoney.gov,newmoney.gov,newmoney.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
fdicseguro.gov,fdicseguro.gov,fdicseguro.gov,200,0,0,0,0,0,0,0,0,0,,0,0
adr.gov,adr.gov,adr.gov,200,0,0,0,0,0,0,0,0,0,,0,0
oea.gov,oea.gov,oea.gov,200,20,0,0,0,0,0,0,0,0,,0,20
frtibtest.gov,frtibtest.gov,frtibtest.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
safecar.gov,safecar.gov,safecar.gov,200,0,0,0,0,0,0,0,0,0,,-10,0
tsptest.gov,tsptest.gov,tsptest.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
fca.gov,fca.gov,fca.gov,200,55,2,0,20,0,5,20,5,0,v1.4.1,0,147
fhfa.gov,fhfa.gov,fhfa.gov,200,0,0,0,0,0,0,0,0,0,,-240,0
fbiic.gov,fbiic.gov,fbiic.gov,200,0,0,0,0,0,0,0,0,0,,0,0
sustainability.gov,sustainability.gov,sustainability.gov,200,0,0,0,0,0,0,0,0,0,,0,0
flra.gov,flra.gov,flra.gov,200,5,0,0,0,0,5,0,5,0,,0,15
consumersentinelnetwork.gov,consumersentinelnetwork.gov,consumersentinelnetwork.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
glnpo.gov,glnpo.gov,glnpo.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
fec.gov,fec.gov,fec.gov,200,25,0,0,0,0,0,0,0,0,,0,25
consumersentinel.gov,consumersentinel.gov,consumersentinel.gov,200,0,0,0,0,0,0,0,0,0,,0,0
frtib.gov,frtib.gov,frtib.gov,200,0,0,0,0,0,0,0,0,0,,0,0
exploretsp.gov,exploretsp.gov,exploretsp.gov,200,0,0,0,0,0,0,0,0,0,,-20,0
tsp.gov,tsp.gov,tsp.gov,200,0,0,0,0,0,0,0,0,0,,-20,0
nepa.gov,nepa.gov,nepa.gov,200,0,0,0,0,0,0,0,0,0,,0,0
fdic.gov,fdic.gov,fdic.gov,200,0,0,0,0,0,0,0,0,0,,0,0
financialstability.gov,financialstability.gov,financialstability.gov,200,0,0,0,0,0,0,0,0,0,,-110,0
fcsic.gov,fcsic.gov,fcsic.gov,200,0,2,0,20,0,5,20,5,0,v0.14.0,0,92
fedpartnership.gov,fedpartnership.gov,fedpartnership.gov,200,0,0,0,0,0,0,0,0,0,,-10,0
donotcall.gov,donotcall.gov,donotcall.gov,200,0,0,0,0,0,0,0,0,0,,0,0
paymentaccuracy.gov,paymentaccuracy.gov,paymentaccuracy.gov,200,0,0,0,0,0,0,0,0,0,,0,0
federalreserveconsumerhelp.gov,federalreserveconsumerhelp.gov,federalreserveconsumerhelp.gov,200,0,0,0,0,0,0,0,0,0,,0,0
uce.gov,uce.gov,uce.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
ipac.gov,ipac.gov,ipac.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
ftcefile.gov,ftcefile.gov,ftcefile.gov,200,0,0,0,0,0,0,0,0,0,,-30,0
ffiec.gov,ffiec.gov,ffiec.gov,200,0,0,0,0,0,0,0,0,0,,-40,0
fdicoig.gov,fdicoig.gov,fdicoig.gov,200,0,0,0,0,0,0,0,0,0,,0,0
consumidor.gov,consumidor.gov,consumidor.gov,200,0,0,0,0,0,0,0,0,0,,0,0
fdicig.gov,fdicig.gov,fdicig.gov,200,0,0,0,0,0,0,0,0,0,,0,0
consumer.gov,consumer.gov,consumer.gov,200,0,0,0,0,0,0,0,0,0,,0,0
federalreserve.gov,federalreserve.gov,federalreserve.gov,200,0,0,0,0,0,0,0,0,0,,0,0
uscurrency.gov,uscurrency.gov,uscurrency.gov,200,5,0,0,0,0,5,0,0,0,,0,10
identitytheft.gov,identitytheft.gov,identitytheft.gov,200,0,0,0,0,0,0,0,0,0,,0,0
challenges.gov,challenges.gov,challenges.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
cfda.gov,cfda.gov,cfda.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
cbca.gov,cbca.gov,cbca.gov,200,0,0,0,0,0,0,0,0,0,,-10,0
robodeidentidad.gov,robodeidentidad.gov,robodeidentidad.gov,200,0,0,0,0,0,0,0,0,0,,0,0
ftccomplaintassistant.gov,ftccomplaintassistant.gov,ftccomplaintassistant.gov,200,0,0,0,0,0,0,0,0,0,,-70,0
acquisition.gov,acquisition.gov,acquisition.gov,200,0,0,0,0,0,0,0,0,0,,0,0
buyaccessible.gov,buyaccessible.gov,buyaccessible.gov,200,0,0,0,0,0,0,0,0,0,,0,0
doleta.gov,doleta.gov,doleta.gov,200,45,2,7,20,0,5,20,5,0,,0,104
cao.gov,cao.gov,cao.gov,200,0,0,0,0,0,0,0,0,0,,0,0
militaryconsumer.gov,militaryconsumer.gov,militaryconsumer.gov,200,0,0,0,0,0,0,0,0,0,,0,0
alertaenlinea.gov,alertaenlinea.gov,alertaenlinea.gov,200,0,0,0,0,0,5,0,5,0,,0,10
dontserveteens.gov,dontserveteens.gov,dontserveteens.gov,200,0,0,0,0,0,5,0,5,0,,0,10
admongo.gov,admongo.gov,admongo.gov,200,0,0,0,0,0,0,0,0,0,,0,0
ftc.gov,ftc.gov,ftc.gov,200,0,0,0,0,0,0,0,0,0,,0,0
cerebrosano.gov,cerebrosano.gov,cerebrosano.gov,200,0,0,0,0,0,5,0,5,0,,0,10
accessibility.gov,accessibility.gov,accessibility.gov,200,0,0,0,0,0,0,0,0,0,,0,0
idtheft.gov,idtheft.gov,idtheft.gov,200,0,0,0,0,0,0,0,0,0,,0,0
fcc.gov,fcc.gov,fcc.gov,200,0,0,0,0,0,0,0,0,0,,0,0
computersforlearning.gov,computersforlearning.gov,computersforlearning.gov,503,0,0,0,0,0,0,0,0,0,,-20,0
hsr.gov,hsr.gov,hsr.gov,200,0,0,0,0,0,0,0,0,0,,0,0
challenge.gov,challenge.gov,challenge.gov,200,45,13,0,0,0,0,0,0,0,,0,58
connect.gov,connect.gov,connect.gov,200,20,2,0,20,0,0,0,0,0,,0,42
contractdirectory.gov,contractdirectory.gov,contractdirectory.gov,200,0,0,0,0,0,0,0,0,0,,-40,0
fmshrc.gov,fmshrc.gov,fmshrc.gov,200,0,0,0,0,0,0,0,0,0,,0,0
max.gov,max.gov,max.gov,200,0,0,0,0,0,0,0,0,0,,0,0
fercalt.gov,fercalt.gov,fercalt.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
fed.us,fed.us,fed.us,-1,0,0,0,0,0,0,0,0,0,,0,0
digitaldashboard.gov,digitaldashboard.gov,digitaldashboard.gov,200,0,0,0,0,0,0,0,0,0,,0,0
onguardonline.gov,onguardonline.gov,onguardonline.gov,200,0,0,0,0,0,5,0,5,0,,0,10
citizenscience.gov,citizenscience.gov,citizenscience.gov,200,40,8,0,0,0,0,20,0,0,,0,68
code.gov,code.gov,code.gov,200,0,0,0,0,0,5,0,5,0,,0,10
frb.gov,frb.gov,frb.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
facadatabase.gov,facadatabase.gov,facadatabase.gov,200,0,0,0,0,0,0,0,0,0,,0,0
recoverymonth.gov,recoverymonth.gov,recoverymonth.gov,200,0,0,0,0,0,0,0,0,0,,0,0
cio.gov,cio.gov,cio.gov,200,45,13,0,0,0,5,20,0,0,,0,83
protecciondelconsumidor.gov,protecciondelconsumidor.gov,protecciondelconsumidor.gov,200,0,0,0,0,0,5,0,5,0,,0,10
ecpic.gov,ecpic.gov,ecpic.gov,200,40,6,0,0,0,0,0,0,0,,0,46
cpars.gov,cpars.gov,cpars.gov,200,0,0,0,0,0,0,0,0,0,,0,0
sentinel.gov,sentinel.gov,sentinel.gov,200,0,0,0,0,0,0,0,0,0,,0,0
fpisc.gov,fpisc.gov,fpisc.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
fpki-lab.gov,fpki-lab.gov,fpki-lab.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
esrs.gov,esrs.gov,esrs.gov,200,0,0,0,0,0,0,0,0,0,,-10,0
fai.gov,fai.gov,fai.gov,200,0,0,0,0,0,0,0,0,0,,0,0
fpki.gov,fpki.gov,fpki.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
dotgov.gov,dotgov.gov,dotgov.gov,200,35,6,0,20,20,0,20,0,0,,0,101
buyamerican.gov,buyamerican.gov,buyamerican.gov,200,20,7,0,0,0,0,20,0,0,,0,47
digital.gov,digital.gov,digital.gov,200,40,12,0,0,0,0,20,5,20,v2.7.0,0,137
gsatest1.gov,gsatest1.gov,gsatest1.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
cloud.gov,cloud.gov,cloud.gov,200,45,1,0,0,0,5,20,5,0,,0,76
fpds.gov,fpds.gov,fpds.gov,200,0,0,0,0,0,0,0,0,0,,0,0
gsatest2.gov,gsatest2.gov,gsatest2.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
foiaonline.gov,foiaonline.gov,foiaonline.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
identitysandbox.gov,identitysandbox.gov,identitysandbox.gov,-1,0,0,0,0,0,0,0,0,0,,0,0
digitalgov.gov,digitalgov.gov,digitalgov.gov,200,40,12,0,0,0,0,20,5,20,v2.7.0,0,137
econsumer.gov,econsumer.gov,econsumer.gov,200,0,0,0,0,0,0,0,0,0,,0,0
fapiis.gov,fapiis.gov,fapiis.gov,200,0,0,0,0,0,0,0,0,0,,0,0
medicare.gov,medicare.gov,medicare.gov,200,0,0,0,0,0,0,20,0,0,,0,20
frpg.gov,frpg.gov,frpg.gov,200,0,0,0,0,0,0,0,0,0,,0,0
fedramp.gov,fedramp.gov,fedramp.gov,200,35,8,0,0,0,5,20,5,0,v1.1.0,0,93
18f.gov,18f.gov,18f.gov,200,30,3,0,0,0,5,20,5,0,,0,63
